player,year,1st_in,1st_won,2nd_won,bp_saved,v1st_won,v2nd_won,bp_cnvt,hld_rate,brk_rate
Danielle Collins,2020,58.9,71.07,48.28,57.71,36.7,56.74,45.25,76.46,39.87
Danka Kovinic,2020,58.36,69.72,41.88,54.45,29.15,53.43,35.58,71.88,35.38
Daria Kasatkina,2020,69.21,56.99,38.49,38.72,41.56,57.05,47.99,53.06,45.0
Daria Saville,2020,59.78,62.13,52.09,75.0,36.54,56.32,73.22,71.66,32.29
Dayana Yastremska,2020,58.71,68.42,46.93,42.23,37.4,52.59,49.09,71.65,34.75
Despina Papamichail,2020,62.95,48.26,40.0,53.51,36.48,61.01,57.09,39.95,39.81
Diane Parry,2020,54.24,59.38,33.33,44.44,31.03,46.15,66.67,44.44,22.22
Dimitra Pavlou,2020,61.22,46.67,21.05,45.45,32.14,40.0,50.0,14.29,25.0
Donna Vekic,2020,58.01,65.54,43.74,43.39,35.27,53.56,45.61,64.26,34.12
Ekaterina Alexandrova,2020,59.38,66.74,43.35,46.59,40.2,57.4,50.5,71.29,37.9
Ekaterine Gorgodze,2020,67.37,72.32,57.26,79.17,45.15,59.18,44.79,87.22,43.85
Elena Gabriela Ruse,2020,54.72,62.08,22.16,36.66,30.68,62.5,42.22,35.22,31.11
Elena Malygina,2020,65.25,54.47,45.09,48.86,30.33,48.98,48.11,52.14,22.5
Elena Rybakina,2020,59.76,70.72,49.59,57.08,36.72,54.23,46.72,77.23,34.43
Eleonora Molinaro,2020,64.86,67.65,52.1,69.05,34.82,49.24,36.48,76.1,30.27
Elina Svitolina,2020,60.75,64.87,45.89,53.64,38.21,56.23,41.83,66.15,37.44
Elisabetta Cocciaretto,2020,62.42,65.1,45.5,62.76,43.42,55.51,46.79,64.65,45.46
Elise Mertens,2020,61.28,70.13,48.04,59.72,41.47,57.56,52.52,75.47,44.63
Ellen Perez,2020,48.33,55.77,53.73,47.96,33.14,41.07,28.97,59.35,17.78
Elsa Jacquemot,2020,52.17,41.67,40.91,54.55,25.0,36.84,100.0,28.57,12.5
Emiliana Arango,2020,56.6,63.53,58.99,54.76,41.05,69.37,82.32,75.0,63.81
Emily Fanning,2020,55.85,68.58,65.66,75.0,62.02,87.5,100.0,92.85,84.52
Emma Navarro,2020,59.84,60.53,43.14,76.0,29.41,65.52,27.27,60.0,21.43
En Shuo Liang,2020,64.17,61.68,44.78,42.56,35.39,58.52,39.13,60.85,38.21
Erdenesuren Erdenebat,2020,62.32,50.25,42.32,26.99,32.49,50.56,47.78,45.83,30.83
Eugenie Bouchard,2020,65.45,65.26,49.78,61.49,40.61,53.84,49.55,72.92,39.1
Fernanda Contreras Gomez,2020,64.16,60.18,47.52,58.48,43.86,63.37,58.34,61.01,53.47
Fiona Ferro,2020,61.03,60.25,48.65,59.46,41.39,54.47,57.53,65.15,46.15
Francesca Di Lorenzo,2020,69.68,59.63,38.82,33.18,31.87,45.27,28.61,57.94,16.99
Francisca Jorge,2020,73.28,56.52,44.29,55.59,29.66,45.93,26.82,57.86,18.65
Gabriela Ce,2020,59.87,43.34,38.04,39.74,42.6,49.63,40.28,20.0,35.22
Gabriela Dabrowski,2020,63.5,57.0,35.0,47.78,29.89,46.06,25.0,38.1,15.0
Garbine Muguruza,2020,62.1,68.18,44.53,55.37,40.05,59.23,44.16,74.33,38.06
Giulia Gatto Monticone,2020,54.55,57.41,44.44,65.0,31.37,60.71,33.33,53.33,40.0
Giuliana Olmos,2020,66.98,54.32,34.6,54.35,41.99,54.38,47.67,45.28,42.36
Greet Minnen,2020,58.7,59.28,51.15,58.08,25.26,52.21,41.49,65.72,19.85
Hailey Baptiste,2020,57.14,40.62,33.33,30.0,19.44,71.43,50.0,30.0,40.0
Harmony Tan,2020,59.57,41.06,36.4,36.8,38.2,52.28,30.0,26.66,26.78
Harriet Dart,2020,67.73,61.15,40.67,49.3,35.26,53.36,31.34,57.46,22.44
Heather Watson,2020,57.26,65.02,44.37,51.89,35.43,52.73,50.75,62.58,31.97
Hx Izabella Tan,2020,55.09,65.36,53.96,37.08,41.46,57.58,61.78,67.95,50.6
Iana Tishchenko,2020,40.62,15.38,26.32,40.0,22.73,20.0,0.0,0.0,0.0
Iga Swiatek,2020,57.55,65.08,55.51,57.1,42.07,61.5,47.62,73.37,50.82
Ines Murta,2020,64.29,48.89,28.0,68.42,27.27,21.43,0.0,0.0,0.0
Irina Bara,2020,69.77,59.97,50.72,40.0,36.98,61.56,41.63,63.02,39.41
Irina Camelia Begu,2020,67.59,58.91,45.79,46.49,34.91,52.93,43.48,61.73,30.72
Irina Khromacheva,2020,73.33,45.45,50.0,33.33,14.29,23.08,0.0,50.0,0.0
Isabella Shinikova,2020,53.93,59.4,46.42,48.63,36.03,55.86,36.15,56.55,41.07
Jana Fett,2020,55.0,63.02,41.11,54.62,38.33,54.0,42.92,52.92,40.52
Janice Tjen,2020,60.38,40.62,38.1,37.5,21.05,27.78,0.0,28.57,0.0
Jaqueline Cristian,2020,59.14,70.39,55.9,52.38,37.87,66.67,47.22,82.18,44.99
Jargal Altansarnai,2020,68.27,57.95,34.45,49.32,50.14,52.16,51.52,43.55,48.72
Jasmine Paolini,2020,62.88,58.74,43.71,45.84,40.95,56.23,45.22,53.81,43.62
Jelena Ostapenko,2020,56.35,63.94,42.11,52.76,39.72,58.98,57.47,61.81,45.48
Jennifer Brady,2020,57.82,69.98,53.63,56.96,35.45,53.88,45.04,78.45,33.59
Jessica Pegula,2020,61.93,63.67,49.17,47.54,38.86,53.02,45.48,66.81,37.16
Jil Teichmann,2020,59.96,61.34,47.66,56.57,40.77,58.91,48.25,68.19,37.89
Johanna Konta,2020,62.8,72.28,52.48,50.29,31.78,52.31,29.6,78.63,24.49
Johanna Larsson,2020,69.28,57.21,45.77,37.5,36.99,51.16,48.22,56.44,36.74
Julia Goerges,2020,56.78,70.92,47.76,55.05,34.34,50.43,48.79,70.75,30.55
Julia Grabher,2020,55.98,66.03,40.38,63.61,30.93,48.99,18.06,64.88,17.26
Kaia Kanepi,2020,58.71,61.95,47.77,41.42,39.33,56.03,49.84,63.37,41.83
Kaja Juvan,2020,66.67,53.83,44.15,43.05,40.12,57.7,45.96,51.55,41.32
Kamilla Rakhimova,2020,60.62,61.54,64.24,65.16,36.46,56.58,47.62,74.44,35.0
Karen Barbat,2020,67.7,65.57,54.72,66.72,45.27,56.16,39.77,74.53,54.63
Karolina Muchova,2020,64.68,68.41,49.8,42.93,32.83,51.22,43.05,72.97,24.92
Karolina Pliskova,2020,61.43,70.38,46.73,55.51,36.21,55.06,46.07,76.81,34.67
Katarina Zavatska,2020,58.35,50.07,42.98,35.19,31.66,54.56,44.17,39.07,24.62
Katarzyna Kawa,2020,58.26,61.77,36.18,57.04,36.08,45.44,43.8,54.54,31.46
Katerina Siniakova,2020,65.85,55.8,42.66,50.29,33.6,54.59,46.13,53.57,29.66
Kateryna Baindl,2020,68.5,58.28,41.98,44.44,39.19,51.56,56.59,56.49,39.3
Kateryna Bondarenko,2020,59.62,64.53,40.28,55.8,32.12,55.03,53.17,61.72,33.16
Katie Boulter,2020,52.88,64.61,48.7,51.85,34.32,42.77,66.27,69.08,25.5
Katie Volynets,2020,71.37,66.95,35.04,31.25,36.15,57.08,34.92,67.15,32.14
Katrina Lai,2020,68.79,55.22,43.39,38.57,32.99,55.39,38.54,53.12,35.47
Katrina Scott,2020,54.2,66.38,51.3,59.72,37.54,46.32,37.5,72.15,25.87
Kiki Bertens,2020,63.07,69.5,44.51,55.8,39.41,60.96,57.89,71.83,43.76
Kim Clijsters,2020,66.9,62.7,44.19,61.94,25.51,47.41,20.0,65.67,13.81
Kirsten Flipkens,2020,63.05,60.28,49.7,48.02,31.07,51.0,42.47,62.74,20.88
Kristie Ahn,2020,58.04,56.74,42.76,52.86,28.35,45.2,55.61,50.0,20.35
Kristina Kucova,2020,53.45,45.16,44.44,44.44,32.65,58.82,18.18,44.44,22.22
Kristina Mladenovic,2020,55.6,65.6,36.15,45.55,35.45,53.5,47.68,54.15,33.6
Kristyna Pliskova,2020,60.84,72.16,44.57,60.11,29.51,50.16,44.19,77.46,24.13
Kurumi Nara,2020,71.44,43.49,25.14,42.22,28.03,42.22,16.66,25.9,6.25
Lara Arruabarrena,2020,57.89,66.67,41.67,55.56,23.33,51.43,66.67,60.0,20.0
Lara Escauriza,2020,61.12,52.49,34.85,36.05,43.19,47.16,61.67,29.44,38.89
Laura Correia,2020,62.79,62.96,25.0,50.0,16.0,30.0,0.0,42.86,0.0
Laura Siegemund,2020,69.02,61.51,47.4,52.83,40.25,53.01,45.41,66.23,40.14
Lauren Davis,2020,66.49,57.24,45.33,49.94,40.05,49.36,52.07,55.78,36.41
Lea Boskovic,2020,70.49,52.91,34.78,44.96,37.97,52.76,46.93,45.87,36.35
Leonie Kung,2020,65.87,60.73,52.62,51.1,41.66,59.05,48.46,69.01,46.25
Lesia Tsurenko,2020,48.76,40.18,31.97,26.39,50.74,65.18,32.88,64.32,27.99
Lesley Pattinama Kerkhove,2020,62.03,59.18,50.0,60.0,13.16,58.06,50.0,66.67,16.67
Leylah Fernandez,2020,62.36,63.76,49.96,51.12,36.96,54.33,49.11,69.2,36.95
Lin Zhu,2020,66.51,59.99,41.95,49.18,34.67,55.54,40.73,57.24,32.5
Lina Glushko,2020,62.05,75.54,59.3,47.5,43.7,58.15,57.44,87.4,50.78
Linda Fruhvirtova,2020,51.25,63.41,43.59,76.47,24.32,51.52,11.11,60.0,10.0
Liudmila Samsonova,2020,54.78,69.26,39.17,39.62,29.9,50.47,31.34,63.28,20.13
Lizette Cabrera,2020,65.63,61.73,53.27,37.68,35.19,55.49,36.79,68.48,32.08
Maddison Inglis,2020,71.54,51.64,41.52,45.84,33.75,47.86,52.5,47.44,27.38
Madison Brengle,2020,72.62,50.8,44.52,45.34,40.24,61.31,38.12,46.06,40.9
Madison Keys,2020,67.66,72.89,51.83,42.74,40.18,51.98,44.84,81.0,37.52
Magda Linette,2020,60.45,65.52,44.99,51.4,35.35,53.83,47.75,63.73,34.44
Magdalena Frech,2020,61.19,56.6,37.97,53.36,37.38,54.96,56.19,47.88,35.65
Mahin Qureshi,2020,59.7,50.7,22.73,22.22,24.36,36.34,27.78,31.55,8.93
Mandy Minella,2020,56.1,78.26,36.11,80.0,22.5,46.43,0.0,80.0,0.0
Margarita Gasparyan,2020,64.99,56.62,38.33,57.73,35.76,50.54,33.16,54.78,33.93
Maria Ines Fonte,2020,67.57,52.51,41.82,47.0,30.74,39.63,27.78,41.67,16.93
Maria Sakkari,2020,60.81,67.49,50.34,50.8,35.65,55.14,44.33,72.03,34.58
Maria Sharapova,2020,57.42,70.05,45.0,33.34,29.96,35.65,41.66,70.63,13.57
Mariam Bolkvadze,2020,68.5,58.06,40.18,35.0,42.73,62.71,52.1,53.07,54.06
Marian Jade Capadocia,2020,70.74,57.03,59.31,65.24,38.07,63.27,60.04,67.59,43.06
Marie Bouzkova,2020,67.02,63.3,48.35,58.74,34.7,55.24,45.62,68.81,33.26
Marketa Vondrousova,2020,57.72,61.89,46.4,57.26,43.36,54.0,44.73,65.01,40.78
Marta Kostyuk,2020,61.97,64.75,43.42,60.86,33.74,55.88,35.83,61.88,28.93
Martina Trevisan,2020,69.97,53.93,44.52,52.67,42.22,53.18,54.52,48.91,45.73
Mary Victoria Cancini,2020,63.89,47.83,23.08,16.67,26.09,28.57,0.0,28.57,0.0
Mayar Sherif,2020,69.58,60.55,38.54,42.89,31.57,43.05,26.62,56.8,16.2
Melanie Klaffner,2020,68.12,48.94,50.0,42.86,37.78,44.44,50.0,60.0,20.0
Michaela Laki,2020,61.29,52.63,37.5,37.5,12.0,43.75,50.0,37.5,11.11
Mihaela Buzarnescu,2020,68.85,57.14,31.58,50.0,30.23,53.33,40.0,44.44,22.22
Mira Antonitsch,2020,51.85,64.29,35.9,58.33,23.91,39.29,25.0,58.33,15.38
Mirjam Bjorklund,2020,65.54,62.23,58.62,71.81,33.88,53.76,53.97,71.9,36.86
Misaki Doi,2020,63.12,58.2,40.7,51.14,30.95,53.05,40.51,52.84,26.83
Monica Niculescu,2020,79.57,49.73,35.3,49.4,34.56,51.34,42.2,43.56,28.2
Monica Puig,2020,64.62,55.69,28.18,29.76,28.62,47.92,28.57,33.52,13.34
Myrtille Georges,2020,50.0,38.1,19.05,12.5,28.57,66.67,28.57,12.5,28.57
Na Lae Han,2020,72.94,55.22,42.36,52.82,41.08,62.23,42.5,54.72,46.25
Nadia Podoroska,2020,69.59,55.52,45.49,47.11,45.1,57.55,47.3,57.07,52.02
Nadine Del Carmen,2020,64.68,55.22,42.57,39.25,39.36,46.0,37.21,48.98,34.94
Nao Hibino,2020,65.49,62.55,45.76,49.33,41.41,53.53,41.84,66.87,43.04
Naomi Osaka,2020,55.84,70.61,49.08,55.82,37.01,56.86,40.52,82.84,31.15
Natalia Vikhlyantseva,2020,59.15,61.9,48.28,50.0,32.56,48.57,25.0,63.64,20.0
Natalija Stevanovic,2020,44.93,67.74,28.95,50.0,28.21,68.75,66.67,44.44,22.22
Nicole Gibbs,2020,60.38,70.31,50.0,62.5,21.15,46.0,40.0,80.0,12.5
Nigina Abduraimova,2020,62.12,60.98,28.0,66.67,15.62,47.37,0.0,50.0,0.0
Nika Radisic,2020,74.58,47.73,33.33,50.0,20.0,13.33,0.0,28.57,0.0
Nina Stojanovic,2020,55.38,61.73,44.57,35.33,29.21,50.0,42.91,54.4,17.78
Oceane Dodin,2020,51.5,67.08,40.31,62.35,34.34,53.25,52.6,75.71,22.68
Olga Danilovic,2020,57.25,61.33,40.36,50.0,36.71,67.31,62.5,47.73,47.38
Olga Govortsova,2020,76.38,63.47,38.56,55.96,35.73,55.72,45.67,67.73,26.18
Ons Jabeur,2020,52.5,70.22,50.75,46.72,39.91,55.5,47.1,72.52,40.87
Oona Orpana,2020,73.2,56.56,46.24,62.3,34.72,55.47,52.74,60.61,32.58
Paige Mary Hourigan,2020,58.75,70.68,37.57,21.88,48.08,54.16,50.7,65.68,62.05
Patcharin Cheapchandej,2020,50.98,46.15,20.0,12.5,43.48,38.46,66.67,12.5,28.57
Patricia Maria Tig,2020,61.37,64.38,43.57,50.96,41.66,63.48,59.31,63.61,51.34
Paula Badosa,2020,65.66,65.78,45.1,48.42,43.95,53.4,51.38,67.92,47.03
Paula Ormaechea,2020,59.56,67.27,46.0,43.45,45.57,71.39,50.45,65.91,58.89
Pauline Parmentier,2020,58.57,59.54,34.33,42.84,33.59,55.71,50.0,52.64,24.54
Peangtarn Plipuech,2020,63.04,48.38,40.66,48.34,30.04,52.0,26.92,33.34,23.34
Pemra Ozgen,2020,68.29,53.86,44.17,50.54,36.35,54.05,27.82,51.79,27.98
Petra Kvitova,2020,61.1,67.12,51.36,50.8,41.07,60.59,45.05,78.24,40.56
Petra Martic,2020,61.68,65.2,50.74,63.99,34.85,52.83,39.14,74.01,29.78
Polona Hercog,2020,56.77,63.25,46.7,48.63,38.22,54.57,49.35,64.26,36.21
Priscilla Hon,2020,59.11,55.66,42.19,55.16,31.08,48.0,38.07,46.82,26.97
Priska Madelyn Nugroho,2020,62.2,66.65,48.86,68.89,35.01,58.76,50.48,78.1,36.09
Qiang Wang,2020,60.55,62.54,52.18,45.59,41.71,54.4,48.31,66.76,41.94
Rebecca Peterson,2020,66.47,55.88,44.46,33.98,33.71,50.99,30.41,53.25,23.71
Rebecca Sramkova,2020,68.75,54.55,35.0,54.55,10.0,50.0,50.0,44.44,11.11
Renata Zarazua,2020,69.17,61.11,55.33,43.17,41.83,60.04,50.31,68.85,46.03
Robin Montgomery,2020,66.67,43.33,20.0,14.29,33.33,47.37,40.0,25.0,25.0
Romina Ccuno,2020,45.49,49.76,20.58,36.7,27.67,63.76,38.89,19.44,20.63
Rozhan Karajayeva,2020,53.85,38.1,22.22,0.0,13.64,22.22,100.0,14.29,14.29
Rutuja Bhosale,2020,66.94,63.1,35.83,51.19,39.7,56.85,44.66,61.43,36.96
Sabina Sharipova,2020,56.93,52.62,34.41,45.53,43.68,54.02,55.08,41.25,41.88
Sachia Vickery,2020,65.94,64.72,52.43,32.5,38.54,59.45,45.24,78.12,12.5
Saisai Zheng,2020,67.35,65.63,49.99,45.35,47.12,58.89,50.03,73.36,54.53
Samantha Stosur,2020,69.9,61.27,34.55,40.47,30.29,46.92,31.55,55.0,14.42
Sandra Samir,2020,59.72,58.64,47.26,57.86,45.49,58.0,44.78,57.21,45.16
Sara Errani,2020,77.61,54.89,39.17,58.17,43.83,65.09,57.53,50.67,52.88
Sara Sorribes Tormo,2020,70.21,55.4,40.29,48.7,42.49,57.55,55.12,52.26,46.29
Sarah Mahboob Khan,2020,60.25,36.0,27.02,25.4,26.18,56.25,58.34,14.28,20.54
Sarah Pang,2020,64.62,47.6,35.36,40.17,31.48,53.61,22.22,32.86,20.0
Serena Williams,2020,60.64,73.25,50.19,67.16,36.68,55.99,49.48,82.79,36.68
Setora Normurodova,2020,66.67,42.86,14.29,33.33,34.15,50.0,25.0,14.29,12.5
Shaira Hope Rivera,2020,65.32,70.2,56.89,29.16,47.12,56.39,75.0,65.07,52.86
Shelby Rogers,2020,60.13,67.26,48.67,51.85,32.37,49.33,53.58,70.11,28.39
Shelly Bereznyak,2020,78.43,66.25,65.0,66.67,55.98,63.07,71.66,82.64,68.75
Shinejargal Battur,2020,39.62,38.1,50.0,37.5,26.92,21.43,100.0,37.5,12.5
Shuai Peng,2020,71.81,63.25,52.92,42.69,32.76,59.49,56.95,67.83,39.36
Shuai Zhang,2020,67.46,62.7,48.27,51.09,37.09,53.28,46.95,66.15,33.98
Simona Halep,2020,69.18,66.6,45.16,58.21,45.92,59.82,53.88,71.77,55.07
Sinja Kraus,2020,57.58,68.42,39.29,33.33,17.14,58.82,66.67,60.0,20.0
Sloane Stephens,2020,69.49,61.05,47.11,46.84,33.39,54.14,44.39,64.85,28.78
Sofia Kenin,2020,68.7,65.71,47.78,60.51,33.96,56.53,49.36,73.52,35.79
Sorana Cirstea,2020,63.58,59.08,46.91,55.12,32.12,52.93,50.49,60.35,24.36
Stefanie Voegele,2020,53.37,63.94,39.81,43.59,35.59,48.7,31.91,56.08,25.3
Storm Sanders,2020,54.44,47.4,36.07,37.89,29.43,40.88,30.56,31.79,20.59
Su Jeong Jang,2020,70.06,59.19,48.11,62.7,40.24,57.24,32.57,64.11,34.84
Su Wei Hsieh,2020,61.17,53.17,42.93,42.41,35.15,48.73,53.91,45.55,25.64
Svetlana Kuznetsova,2020,61.78,60.58,41.96,50.42,41.48,58.79,51.98,69.86,34.32
Tamachan Momkoonthod,2020,65.38,100.0,77.78,0.0,72.73,90.0,85.71,100.0,100.0
Tamara Korpatsch,2020,56.8,53.5,37.69,35.22,30.02,41.66,46.43,37.14,17.14
Tamara Zidansek,2020,67.23,58.94,46.14,53.26,37.03,53.44,44.51,60.78,35.15
Tammy Tan,2020,48.98,37.5,28.0,12.5,37.14,47.06,37.5,12.5,37.5
Tatjana Maria,2020,61.15,54.25,39.55,46.86,36.81,50.39,35.07,48.72,26.62
Taylor Townsend,2020,69.28,63.52,43.88,70.76,34.9,42.92,49.11,82.96,15.4
Teliana Pereira,2020,60.71,44.12,40.91,28.57,29.73,53.85,66.67,44.44,22.22
Tereza Martincova,2020,74.35,60.92,43.85,50.96,33.19,57.09,41.56,61.52,36.83
Tiffany Cornelius,2020,52.53,55.77,36.48,8.34,27.72,33.76,10.0,43.75,6.25
Timea Babos,2020,59.17,63.93,42.08,38.15,22.06,50.8,30.55,55.82,9.82
Tsvetana Pironkova,2020,56.43,72.38,51.54,63.07,36.4,62.36,55.53,77.0,39.86
Ulrikke Eikeri,2020,58.33,54.29,40.0,44.44,42.11,45.16,42.86,44.44,30.0
Ushna Suhail,2020,50.69,59.15,55.91,74.4,50.13,73.92,53.57,74.4,75.24
Usue Maitane Arconada,2020,71.84,52.03,38.62,42.86,35.19,53.98,34.86,46.4,30.56
Valentina Ivanov,2020,66.22,78.66,52.03,55.36,49.24,63.92,55.0,85.0,59.53
Valentini Grammatikopoulou,2020,63.02,62.15,40.3,42.68,34.75,54.94,54.69,51.67,38.33
Varvara Flink,2020,55.49,42.19,50.84,50.0,35.82,39.39,39.28,55.56,23.61
Varvara Gracheva,2020,65.7,59.98,44.41,52.78,30.4,58.27,46.78,59.14,32.91
Varvara Lepchenko,2020,68.18,52.02,36.28,51.89,43.4,49.19,51.11,45.0,30.0
Venus Williams,2020,58.32,63.2,42.34,61.22,33.4,54.11,45.89,60.42,30.26
Vera Lapko,2020,54.26,63.33,36.99,50.86,33.54,46.64,36.67,54.76,26.35
Vera Zvonareva,2020,63.69,64.22,49.23,59.55,35.22,48.52,48.89,67.14,30.19
Veronica Cepede Royg,2020,61.44,63.07,50.2,29.63,55.29,69.44,58.86,70.0,72.22
Veronika Kudermetova,2020,58.32,63.11,42.55,48.73,35.5,55.03,39.36,67.85,26.79
Victoria Azarenka,2020,66.26,61.85,43.86,45.74,42.95,64.35,50.38,72.28,45.63
Victoria Bosio,2020,50.85,70.0,44.83,66.67,50.0,62.86,58.33,70.0,77.78
Viktoria Kuzmova,2020,56.38,64.67,37.21,44.16,25.96,50.11,29.56,57.28,16.79
Viktorija Golubic,2020,58.55,61.83,35.21,49.44,34.11,48.96,28.95,50.0,27.46
Viktoriya Tomova,2020,66.11,53.56,39.06,42.8,44.97,54.37,49.45,50.83,50.4
Vitalia Diatchenko,2020,60.6,54.38,39.67,51.19,32.57,47.18,35.57,50.77,25.49
Vlada Ekshibarova,2020,59.78,57.22,25.14,37.01,22.5,56.43,90.0,35.42,26.25
Watsachol Sawasdee,2020,48.26,85.74,58.54,33.34,46.66,63.04,58.34,94.44,53.57
Whitney Osuigwe,2020,57.75,46.34,50.0,33.33,31.11,62.5,33.33,45.45,30.0
Xiaodi You,2020,49.0,57.41,45.44,48.22,35.75,53.45,55.56,52.5,32.5
Xin Yu Wang,2020,60.5,64.97,34.42,47.22,22.24,35.36,57.14,47.62,10.42
Xinyun Han,2020,42.22,57.89,34.62,28.57,26.09,33.33,0.0,28.57,0.0
Xiyu Wang,2020,61.85,71.71,45.09,56.77,37.93,55.82,43.6,76.11,36.65
Ya Yi Yang,2020,67.8,56.29,38.84,55.82,40.14,49.72,51.83,53.95,32.83
Yafan Wang,2020,55.74,61.4,45.69,47.69,36.22,54.58,45.5,60.23,33.15
Yanina Wickmayer,2020,46.94,69.57,42.31,0.0,29.79,41.67,0.0,50.0,0.0
Yaroslava Shvedova,2020,69.39,50.0,40.0,37.5,32.0,55.56,16.67,44.44,12.5
Yasmina Karimjanova,2020,50.0,31.58,26.32,33.33,28.57,31.25,0.0,0.0,0.0
Ying Ying Duan,2020,70.37,60.53,43.75,62.5,27.5,11.11,50.0,66.67,10.0
Ysaline Bonaventure,2020,61.96,63.14,39.5,62.04,36.98,55.69,39.54,61.62,35.14
Yue Yuan,2020,44.12,53.33,21.05,44.44,13.04,27.27,0.0,16.67,0.0
Yulia Putintseva,2020,69.15,60.56,43.32,52.9,36.98,57.46,48.58,62.28,40.3
Zarina Diyas,2020,72.3,56.82,49.11,51.33,36.12,53.96,42.81,60.03,33.28
Ajla Tomljanovic,2021,61.98,64.35,45.11,53.86,35.46,55.9,47.06,67.1,35.05
Aldila Sutjiadi,2021,57.69,44.44,48.48,0.0,40.0,56.25,28.57,42.86,40.0
Aleksandra Krunic,2021,57.13,64.42,50.93,42.3,37.66,53.17,67.69,72.58,38.03
Alexa Glatch,2021,48.78,55.0,23.81,28.57,18.75,60.0,25.0,28.57,12.5
Alexandra Cadantu Ignatik,2021,70.91,51.28,53.12,56.25,25.86,69.05,40.0,56.25,37.5
Alexandra Dulgheru,2021,68.63,43.25,48.53,30.55,23.52,53.65,15.08,44.05,12.04
Alexandra Eala,2021,54.35,60.04,31.44,18.75,42.38,53.12,26.66,50.0,40.0
Aliaksandra Sasnovich,2021,65.58,59.12,43.57,50.19,36.5,59.48,50.53,58.11,40.31
Aliona Bolsova,2021,62.18,60.57,44.69,40.35,37.4,48.65,42.41,60.76,31.82
Alison Riske Amritraj,2021,66.05,62.12,46.36,51.59,38.33,53.44,49.85,61.33,40.63
Alison Van Uytvanck,2021,59.99,63.08,44.95,54.31,37.09,57.56,50.14,65.41,38.09
Alize Cornet,2021,63.2,62.79,42.29,52.13,40.15,56.18,51.09,61.52,40.04
Alycia Parks,2021,50.21,65.62,39.07,49.31,31.42,56.74,33.32,54.75,24.37
Amanda Anisimova,2021,65.97,65.26,47.5,48.83,37.56,59.0,54.38,67.77,41.59
Amandine Hesse,2021,62.04,62.72,40.0,52.78,27.06,44.34,27.78,60.32,25.0
Amina Anshba,2021,65.21,49.75,50.44,67.46,40.5,59.96,35.32,55.56,44.44
Ana Bogdan,2021,62.49,61.23,47.39,40.0,39.29,55.16,46.07,61.6,35.82
Ana Konjuh,2021,59.04,62.83,42.41,54.1,37.36,58.27,48.31,60.25,38.51
Anastasia Gasanova,2021,70.03,58.42,41.75,49.23,40.02,55.81,46.66,57.05,42.17
Anastasia Pavlyuchenkova,2021,67.99,65.58,45.22,49.13,36.68,56.84,49.14,70.03,38.12
Anastasia Potapova,2021,53.94,64.57,42.0,49.24,37.89,53.24,46.75,56.95,33.5
Anastasia Zakharova,2021,58.14,53.68,38.67,40.68,35.94,57.6,48.45,46.62,33.74
Anastasija Sevastova,2021,57.68,60.99,45.39,53.77,39.93,58.18,50.9,65.87,37.43
Andrea Lazaro Garcia,2021,59.09,50.0,27.78,28.57,16.13,60.0,0.0,37.5,0.0
Andrea Petkovic,2021,65.1,60.66,46.88,46.91,37.82,53.02,51.0,63.61,36.45
Andreea Prisacariu,2021,69.64,35.9,41.18,38.46,38.1,72.22,62.5,20.0,50.0
Anett Kontaveit,2021,59.77,68.53,49.37,51.89,39.9,56.37,52.32,76.29,40.29
Angelique Kerber,2021,65.65,63.29,46.57,54.74,38.75,58.0,51.38,68.58,41.43
Anhelina Kalinina,2021,63.69,58.98,44.59,49.03,40.67,58.07,51.74,59.19,42.96
Ankita Raina,2021,69.13,52.29,39.84,47.2,30.47,51.17,45.03,45.67,27.78
Ann Li,2021,60.27,63.93,50.18,55.1,41.42,55.91,48.15,69.74,42.82
Anna Blinkova,2021,57.13,59.25,36.01,48.99,33.88,51.72,46.89,46.93,22.83
Anna Bondar,2021,65.15,68.98,50.73,68.5,36.93,49.26,54.45,76.94,33.67
Anna Danilina,2021,67.73,50.38,48.43,30.42,33.51,53.32,36.93,48.65,30.51
Anna Kalinskaya,2021,63.4,58.65,47.17,49.61,32.65,52.16,37.15,61.67,30.09
Anna Karolina Schmiedlova,2021,60.18,61.51,46.96,42.39,36.19,53.72,43.27,61.14,34.77
Anna Lena Friedsam,2021,64.27,63.51,43.84,55.25,32.12,51.13,37.65,65.6,25.29
Anna Zaja,2021,58.73,58.06,36.64,42.5,32.24,38.61,42.26,44.05,21.15
Arantxa Rus,2021,71.08,61.81,41.04,59.36,31.85,50.87,36.9,62.92,28.55
Arianne Hartono,2021,58.32,61.19,47.04,62.5,32.99,50.86,35.06,60.3,20.92
Arina Rodionova,2021,63.78,56.6,34.42,50.0,31.67,49.96,40.16,47.55,23.47
Aryna Sabalenka,2021,58.25,70.77,49.94,63.52,38.17,55.64,52.02,76.58,39.54
Ashleigh Barty,2021,57.74,74.36,48.34,54.59,42.61,55.13,47.47,80.94,41.07
Ashlyn Krueger,2021,61.24,64.25,40.47,47.78,29.23,49.24,32.47,57.5,25.56
Asia Muhammad,2021,54.68,59.67,49.3,54.35,30.18,43.66,75.42,64.31,26.43
Astra Sharma,2021,62.17,62.42,47.93,53.39,32.58,53.79,45.11,66.61,31.17
Barbara Haas,2021,59.95,62.5,25.7,36.66,41.57,54.42,63.64,42.72,36.66
